content,toxic
3 chicken,0
Dễ thương quá cô ơi,0
"Thằng Việt chờ khi nào thằng Chung xả nước đầu nguồn thì lên truyền thông hoan nghênh nữa nhé, dù gì Việt và Chung cũng là anh em tốt, Chung từng giữ nhà dùm Việt hẳn 1000 năm cơ :)",1
chết mẹ rồi Tr Dần ơi.ông thống đốc bang đã tuyên bố bỏ người già kh chữa.vậy ông chạy đường nào đây.,1
con mẹ mày thằng chó đéo đáng làm bố. mẹ mày,1
Thằng Trung có con *** to lắm,1
Đức Trung tuần sau vô rồi hiểu :3,0
10.000 tỷ = 10.000.000.000.000 Vnd .,0
Ko chừng các đồng chí mua phẩm màu về rải ấy :),0
uy tín chó gì bọn độc tài,1
Mình thấy page này ích kỷ thế nào ấy.,0
"Ô có tiên tri khi nào hết dịch Corona,và khi nào ông chết không?hay chỉ  nói xàm và xạo",1
MV này chất hơn thì đéo xem,1
Khug xau xi deo vang gja len cau lai ha con di khug mjeg lok,1
Thế mà chúng nó còn định xây cái 11 ngàn tỉ để chưng bày mả bố nó chắc :)),1
Chơi riết cái catte tiến lên lẫn lộn chơi catte mà thấy con hai mừng thấy bà,0
😢,0
Nó lại dễ vl anh ạ,1
"Khau nghiep khong chi doc Ma con ac ,day la tinh cach cua con nguoi hay Sao ,,  ???",0
Anh Trong a hay ăn thì để ý vào,0
Huế Đêm trung thu em xách lồn đi chơi :v,1
Trần Ngọc Dương dm het fan cung roi nha,1
"Ông xạo quá đi ông ơi, nói chuyện tào lao, già rồi sao mà xạo dữ vậy trời?",1
Ba gà,0
Mê phải rồi :v,0
Nguyễn Thư,0
Cuộc sống thú vị hơn khi bạn xamlol,1
Vui lo`ng Tien Tri Khi na`o ong  Tran Da`n chet ?,1
Quần như c*,0
4 năm rồi à,0
éo nha liu liu,0
Xa Hoi Bai Lui ?,0
Chí Nhân đuỹ moẹ :)))))),1
"Khánh Sky chẳng nhẽ tao lại nói thẳng ra là thằng "" cạn tàu gáo máng "" k -icm ? :)",1
Có bao nhiêu tao lấy hết,0
Đc của ló anh ơi,0
mày về đái lên bàn thờ nhà mày đi ad :)) xong lúc đó họ hàng khen mày giỏi ( vì từ trước đến nay chưa ai làm được thế ) hay chửi mày ngu =))))),1
hiếp tao,1
"phải thế mới me được mấy thằng lồn vi phạm luật giao thông chứ , bắt hết con mẹ tụi nó đi mấy anh ơi .",1
Chưa bao giờ thấy MC cười nhiều như vậy,0
thuyết phục cực kì,0
Vì thầy xạo lol nè,1
Đm crush :),1
Phạm Văn Lộc vãi lol lộc,1
Ngộp ngạt thì lên rừng mà ở nha anh,0
Mày có loz hả,1
"Kệ mẹ mấy thằng bị nhồi sọ chửi ad, càng đông càng khai sáng đuoc, tạo cơ duyên đến với dân chủ, văn minh,..",1
Nhà linh ở Hậu giang.khong phải ở Sài Gòn.,0
Hôm nay admin mày chửi đúng lắm! Yên lặng đáng sợ,0
Hãnh diện về ng thầy có tâm nhất của năm.,0
30% hiểu và họ lên tiếng,0
Sói: chụp chưa thêa nhở ??,0
Lão phét,0
Chị trang điểm kiểu này nhìn cứ như gái 18 luôn á ta,0
"Theo ý thằng ad là: cứ hùng hồn qua trung quốc mà bảo: mày xả đập cho tao, ko tao sẽ ném boom mày. Ad mộng du",1
Đức Mạnh Chu ok nha bạn,0
Chị ơi tiền đó chị để làm từ thiện đi chị,0
Mầm mống tai họa của xã hội,1
Như  một  Con  điên...,1
"bò đỏ đâu ròi, cho tôi thấy cánh tay của các bạn nào :))",1
"@Bé Hoan Banana tự nhiên kêu nó câm , m có vấn đề về thần kinh k",1
Trần Nhật 🙂 ủa tao nhai lai của ai. M lạ lồn thế . Đmm lướt lại cmt xem tòan mấy thánh kêu sống chậm thôi sống nhanh quá ak hay m cx nằm trong số cmt đấy r m quay ra ns tao,1
"Thôi má ơi khỔ quá...má dạng háng từ vn qua tận bên mĩ, hết quan ta lại tới quan tây, gái 3/ toàn zay hết quá thất vọng",1
Bò đỏ nó yêu thương bố tàu còn không hết mà ghét gì chớ,1
Cho xin địa chỉ...tao gửi ít đồ cho thần tượng của tao...nhà mầy chỗ nào cờ hó,1
Đéo nào đoạn đánh răng tởm vl mà lâu vc😂,1
chính thức unlike cái page phản động xàm loz này,1
"Nghỉ ăn bánh mì, báo NN giờ toàn thế không hè",0
Lan trinh nha bạn,0
Lâm Đình Khoa buồn cười vcl hahhaaa,1
Dị dùm,0
khốn nạn,0
xin lỗi thầy 😭,0
Nói thì nhiều làm chẳn được bao nhiêu kém học thức quá,1
"2 cái thằng mọi rợ này phải cho nó ở tù mục xương thì nó mới tởn ! Chứ cho bọn nó ở tù có vài năm, bọn nó đéo có sợ đâu !",1
Cần đéo j quan tâm miệng đời,1
Anh Minh chậm cái địt bầm m,1
Mấy thằng cứ cực kì thuyết phục k chán à hay là k có não vậy !!!,1
Vòng tiền xoay vòng lo nhìu mặt khác của xã hội chứ đâu lo cho mỗi bạn. Vd tiền xây biệt phủ tiền cho con đi du học...,0
Hoàng Yến đâu trêu thế =)))) b chưa xem qcao lẩu phan à,0
"noi dong cham toi ban tot 16 chu vang la bi ghep toi phan dong ,,, roi co ca dam dlv ngu ngoc tre trau cung vo goi la phan dong viet tan potay luon",1
vcl bôi cứt mũi,1
Châu Châu mắc cười thiệt đmm :)),0
Mịa mất tiền mua mạng hôm qua thì lag vl hôm nay mượt đc 1 chút thì đọc đc tin này chắc tháng sau t cắt mẹ nó mạng đi,1
"có ai biết làm cách nào để tìm lại được, đồng đội, đồng chí, hay bạn hữu cùng đơn vị của người trong bức ảnh không.",0
"lâu lâu bới lên kiếm cái chửi , xong về nhận tiền từ bọn 3 que thì tội gì ko bới",1
Con bóng??,1
Chui bac ki coi chừng hôi hân ko kip,1
Sam Bé Bố mày đéo có tư cách ở đây! Bố chửi thẳng cái thằng mặt lìn như mày đấy! Tay nhanh hơn não,1
"vậy thì cần source nhiều lắm ông, phải đi thực tế mới đáng tin ông ạ :3",0
"Đi bắt cóc tại quốc gia người ta đã không có mặt mũi nào rồi. Giờ tiền thuê máy bay còn quịt. Nhục mặt quá, thế này vị thế VN lại cắm đầu rồi :))",1
đi học mà xâm hình Thầy lol,1
Nguyễn Tường Hải Âu chọi tui bà làm trend này từ lúc mới đẻ,0
Chúng tôi yêu quý bạn Châu Bùi ạ <3 tham gia nhóm để cùng nhau chia sẻ chuyện làm đẹp nhé,0
Thầy Lol bữa kêu ko reaction nữa sau vụ Hương Ly r mà😂😂,1
Anh Thư mấy lần đag bú cho chồng c cũng hay cười dị á 🙂 cái giờ c thèm ổng đ’ cho c bú nữa 😭,1
Cứ có tiền là muốn lz cũg đc à:)),0
Như Quỳnh Bệnh từ trong cái nhân cách rồi pạn🤷‍♀️,1
toàn dân công giáo,1
Ngọc Liên nc nv nha homie :))),0
Nguyễn Việt Đức chắc lây từ Nhung k b?,0
Hanh Viet tôi thấy 1 bông hoa giữa 1 vùng cứt,1
Đụ mẹ a be,1
Hà Annh =)) cầu giấy thất thủ r,0
rửa nách cho tiểu tiểu đi anh ba,1
"Con này ko bị mới lạ, may mà về sớm đấy",1
"sao anh Độ sói không đóng MV của MTP nhỉ, nó lại chả sang vãi lồn",1
"Càng đọc càng tức con quỷ đó. Bây giơ vì nó bao nhiu ng chuẩn bị thất nghiệp, người gia thì lo sợ hoang mang, bao nhiu chủ Doanh nghiệp đợt này tiu luôn. Thứ gì đâu ak",1
Nguyễn Khánh Nghĩ chán vlol,1
Tưởng Xuân Hiển vcl ba chó :vvv,1
Ĩ khùng 😑,1
Vĩ Phạm tấm này m đẹp nhất r đó,0
ghét mấy thằng lìn quay dọc vl,1
Phước Ngọc Nguyễn đcm =))))))))))))),1
Liêm sĩ gì tầm này,0
Không giống ai,0
"Nó đang tự chửi nó , lấy chồng còn ( sinh con) ủa mà nó đẻ được không ta ? Vì nó là quỷ rồi !... bọn bay thua con chó là con người thô tục từ thiện áp phe còn phước không?",1
Poppy is the best,0
"3. điều mà ai cũng biết, xây dựng ở vn luôn gian dối, từ lúc đấu thầu cho tới lúc lắp wc",0
Link em gái ngon ngọt nước nè bao phê luôn,1
Nó lại được vãi lòn,0
Cái con này sao xe bắt chó kg bắt nó giùm cái,1
có ngày ko vào fb mất bố nó fan cứng a zai,0
L** mày cho chó nó còn không Liếm nữa có đâu mà mày đưa lộn cho người ta ăn con thú vật đầu thai,1
Giống như tú cho abe blu,0
"Cái miệng khẩu nghiệp, con này nó tạo nghiệp không để phúc đức cho con nó",1
Trường Giang ý mình là họ đều không có ý thức như nhau cả ..biết mình có mang bệnh trong ng mà chẳng chịu đi cách li rồi mang mầm bệnh trong người đi lây sang cho ng khác tội cho ng ta lắmm,1
Hà Phương của m =))))))),0
Nay chị dẹp quá,0
Quả nhạc nghe tội thực sự 😆,0
Hoàng HuyTiến Đạt,0
Thầy ơi bọn này khịa nè :)) Mà cho em xin tên YT mới ạ.,0
phân vẫn giữa chọn trường ĐH ở HN và HCM,0
m nói láo chứ ai,1
mua về dùng dần đê,0
Bênh bênh cái đéo,0
đấm xàm loinf,1
Chương trình quảng cáo xin đc bắt đầu,0
"bảo yêu nước, thương nước, xong đi du lịch về lây bệnh cho nước mà là yêu nước à :)) đi du lịch về thì tự biết khai báo cách li đi... đằng này thì...nếu nhiều tiền quá kb lri thì đi làm từ thiện đê lại còn du ms chả lịch :3",0
Giống nhau như 2 giọt nước. Mà mỗi cái là 1 giọt nước mắt với 1 giọt nước 💩 thôi ạ 😂😂,1
Người Bắc kỳ họ có khái niệm. Hy sinh đời bố củng cố đời con. Đụng đến chén cơm nhà nó mà. Cầu mong sao nó đi sớm hơn.,1
Má 3 OK quá... Má ơi  0903116878 mobi,0
Cho tao hỏi miền ngoài là miền đéo gì vậy 😄,1
"Ồ ,tự nhiên add làm e nhớ mấy ông áo vàng cho lính đánh xe taxi chặn đường để bắt sai làn :)))",1
Khaii giảng nè 😁,0
Già mà non quá =)),0
đảng con bò,1
C.A việt nam mà mượn xe cái mẹ gì. Mấy ông công an phường ở SG toàn thấy cướp giật là chạy lên lề trốn liền. Sài Gòn nhiều chốt dân phòng vậy mà ngày nào cũng xảy ra cướp giật mà toàn là hiệp sĩ bắt cướp không à. Mấy ông dân phòng chả biết để làm gì nữa. Haizz.,1
Ba khùng nữa rồi,1
"Đa số bố mẹ lao vào kiếm tiền bất chấp cả gian dối , tham nhũng thì con nó cũng bất chấp vì tiền. Thay bằng kiếm tiền xứng đáng và giành thời gian tình cảm cho con thì con nó cũng vì bố mẹ.... cha nào con lấy. Công bằng thôi chỉ là khôn dại đồng tiền loá mắt",1
nhìn vậy thôi chứ thanh niên ở nhà chín chắn lắm đây,0
"Tình hình dịch bệnh đang rất phức tạp. Mọi người ra đường nhớ đeo khẩu trang. Ai sống một mặt thì đeo 1 cái, ai sống hai mặt thì đeo 2 cái. Còn ai sống như con kă.c. thì nên đeo bcs thay khẩu trang 😏😏😏",1
nhà mày khôn vãi lòn,1
Thoại Trần “ thâu” ông im mẹ nó ik” :))),1
"Tử hình luôn ko nói nhiều , ý thức như củ cải",0
Con khỉ trần dần vẫn còn răng à?,1
Mua sắt vụn về làm phương tiện chiến đấu! Đắng lòng,1
7-8tr nhưng đủ lo cho con mấy bữa tôm hùm với cua Alaska đueọc yên tâm đi 😶,0
"Thằng AD này, mày điên à",1
học putin chỉnh đồng hồ à?,0
chi noi chuyen vui qua,0
"A đừng có giống chị Tịp đấy nhé, thông báo cách li tại nhà rồi đi quán uống cafe .☺️",1
Noi chuyen tao lai nguoi ta hoi ong mot duong ong tra loi mot neo tao Lao,0
Con loz heo gầy làn xấu fandom để avt mochi mà khẩu nghiệp,1
Năm Lê Nguyễn Thu Hằng dm vcl bar con đeo khéo chưa đc 1p giật tung l :)),1
M pk thầy ba giống con gà điểm nào k Thao Hoang,0
Mồ tổ cha bọn nó làm trò hề với dân ...một bè lủ hành dân để làm moi tiền dân ..,1
Mồm con linh không khác gì như cái lồn trâu 😄😄😄😄😄,1
99% dân tộc này là vậy đó. Đáng được làm nô lệ cho tàu.,1
"Nền giáo dục phương tây đã dạy gì cho những \""ai kia\""☹️. Nghĩ nó chán, sang chảnh mà ý thức l0l😑",1
🌝 tôi lại ngỡ là do Việt Tân chạy chiếc xe đó đó chớ,0
thấm vãi l*n :'<,0
Nhìn số like mà sướng tím người😆,0
Sam và so khác nhau ở cái đuôi,0
"Về chuyện thằng Trương Cự, em xin phép được bổ sung như sau",0
Fan thầy lắm đấy 3 heo à,1
"Cảnh sát cơ động nước văn minh dân chủ nhiệm vụ chính của họ là giữ trật tự an ninh, ngăn chặn những người biểu tình quá khích trong khi cảnh sát cơ động Việt Nam thì chuyên đi cướp hiếp dân lành ,cướp đất. CSCĐ = Cảnh sát cướp đất hoặc sâu xa là Cộng sản cướp đất.",1
"Bố này bênh Tầu cộng và chống lại nhân dân HK đây. Chả thế mà lại kêu gọi không can thiệp khi cảnh sát trung cộng xịt vòi rồng, bắn đạn hơi cay vào dân HK . Kêu gọi k can thiệp khi trung cộng dày xéo lên nền dân chủ của người HK .... túm lại là đang ủng hộ bạo quyền",1
Vào đó từ h oke chưa ??,0
Dân InDo đù mé. Vậy rốt cuộc là nam hay nữ...lần sau làm mờ V1 đi có khi lại hay hơn 😂,1
Vu Mai Huong ớ,0
Bắt dc bắn thấy mẹ nó lun,1
Bả nói gì vậy mọi người😂,0
Trung đái dầm,1
Thôn làm là tham lồn còn thôn lầm là do thâm lồn của con gái mẹ chúng nó,1
"Ghê, chảnh choẹ",0
"đéo chấp loại này vì nói gì nó cũng vậy thôi, ae kệ nó đi, chắc nó là bảo vệ ở đó đó :))",1
Cho tui coi với,0
"Nho Lâm sợ người việt từ nước dề kìa, chứ bắt đầu ngày mai là miễn thị thực đối vs khách châu âu rồi",0
nứng chưa ae,1
cml,0
chị ba à chị ở bên mỹ chị chửi thì ngt không hiểu chứ ở việt nam là chị chết mẹ chị rồi,1
Thầy tui ơi 😆😆,0
"Ý chúng nó nói ở đây là nên im lặng và tìm hiểu rõ nguyên nhân , như cư dân mạng ở miền bắc , miền nam , và ở nước ngoài chắc phải bay tận về hà tĩnh tìm hiểu rồi mới được đăng stt chắc :) đúng là cái chế độ này càng ngày càng thối nát, cơ quan báo chí tuyên truyền tung hô toàn cái đéo gì ấy đm chắc ko nói gì là ỉm đi vụ formosa luôn đấy",1
Với,0
Ma ba rat la xinh xan con noi thiet,0
Bạn nào bt fb của mấy bạn ad ko nhỉ cho mk xin cái đjt con me cay vãi cả lol là t thề cmt đúng một câu a vs cu tùng giống hệt nhau xong r nó trả lời t đúng một câu ? Thế là nó ban t thề cay vãi lol t mà bt fb của m thì đjt con me m xác định lập acc mới con chó lol con me nó cay vãi lon t vẫn đéo hiểu tại s nó ban t lam dụng chức quyền à hay khinh ng v ??,1
Xin fb của bà này,0
đéo trình bày gì hết,0
Tôi lại thấy chỗ này cute hơn :)),0
Cà khịa vãi nồi. Báo chí dạo này lắm phản động ah nha =)))),0
Dm! qua đợt dịch này thì thằng sống ích kỷ này chắc sớm gia nhập juventuts,1
con anh độ á =)) bé ngonnn =)) khi nào anh cần con dâu =)) nhớ đến emm,0
Nổ quá bà cụ ơi,1
Chui chet me con linh ca loc do luon co 3 oi,1
chưa bở phiếu mà đã cơ cấu 4 chức vụ chủ chốt rồi thì bỏ phiếu làm gì nhỉ??,0
Về nhà vợ ơi 😗,0
Nè ní. M sai m cố chấp jo m xl à. Đào đất ngủ đi r nhận sự tha thứ,1
"Đề nghị add cắt ngay chức vụ fan cứng của mình, và trao cho người xứng đáng ! Mình chỉ xem chùa thôi bực mình =))",0
Thang khung,1
"già rồi bà già . bớt cái mồn lại tính chuyện đất đai nằm ở đâu và đi về đâu đi bà già . trẻ trâu làm gì nó làm, mình già quất cần cẩu rồi mà tào lao.",1
cái loai pe de thiet thoi nam,1
Cút lên top đi...việc còn lại cứ để bọn t lo,1
"Đánh chết cụ mấy tg nhà báo đó đi, láo lz, nta đéo cho còn cố vào tự ý hành động, dm mấy tg nhà báo tốt nghiệp TTGDTX thì có quy củ đb j, đánh chết mẹ nó đi",1
"@Hoàng Phúc Lê mày mới khẩu nghiệp á. Tao đọc cmt mà thấy rõ ai nói chuyện sân si, mất dạy liền. Thứ đàn ông mà nhảy dựng dựng lên chửi trong khi người ta góp ý lịch sự, rồi nói người ta dựng dựng mà không biết nhìn lại bản thân :))) miệng nói mấy từ như đứa thiếu giáo dục, ko khá nổi :D",0
địt cụ m thành lê nhé,1
Thầy solo vs faker đỉnh quá,0
Giọng a kể truyện ma đc đấy a độ,0
Bạn đó đang nói móc con cháu thằng hồ nói miền Nam VN lúc trc đó sao có nhiều người ngây thơ ghê.,1
